,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
1.0,1.0,0.7691073555798845,0.5579452876264818,0.6059382467306172,0.8660438586391864,0.5882987677415306,0.82417444362506,0.43921468643261097,0.6731196612206873,0.8122732922509789
2.0,0.7691073555798845,1.0,0.34671011138446794,0.37418194337167143,0.7497526960985246,0.3536305070571304,0.7555953104001423,0.22759063813007974,0.3878811169386527,0.7073225798368753
3.0,0.5579452876264818,0.34671011138446794,1.0,0.7445670797168399,0.6881254484298188,0.610726359113249,0.6960559874305157,0.7270341817380764,0.791422644986894,0.6630900391978146
4.0,0.6059382467306172,0.37418194337167143,0.7445670797168399,1.0,0.8279819512664509,0.6922025618620442,0.6954480693242905,0.42497614832689545,0.7183583393616663,0.6659743005501714
5.0,0.8660438586391864,0.7497526960985246,0.6881254484298188,0.8279819512664509,1.0,0.7364468684719185,0.8935687493808689,0.45686530948729565,0.7821530493942568,0.8801071905841896
6.0,0.5882987677415306,0.3536305070571304,0.610726359113249,0.6922025618620442,0.7364468684719185,1.0,0.7337552325470152,0.4185918981965395,0.7923190529120644,0.705960409602218
7.0,0.82417444362506,0.7555953104001423,0.6960559874305157,0.6954480693242905,0.8935687493808689,0.7337552325470152,1.0,0.530326907490494,0.7787069557002259,0.8857304165721667
8.0,0.43921468643261097,0.22759063813007974,0.7270341817380764,0.42497614832689545,0.45686530948729565,0.4185918981965395,0.530326907490494,1.0,0.6661241599893674,0.5013796547559819
9.0,0.6731196612206873,0.3878811169386527,0.791422644986894,0.7183583393616663,0.7821530493942568,0.7923190529120644,0.7787069557002259,0.6661241599893674,1.0,0.7625530373318905
10.0,0.8122732922509789,0.7073225798368753,0.6630900391978146,0.6659743005501714,0.8801071905841896,0.705960409602218,0.8857304165721667,0.5013796547559819,0.7625530373318905,1.0
